,SEG,BU,Business Unit,Sub BU,Sub Business Unit,Platform ID,Platform,Product Category ID,Product Category,Product Line ID,Product Line,Product Set ID,Product Set,Product Subset ID,Product Subset ,Material ID,Material Description,Material ID Description,BU + Material, FY 25 Actual Revenue , FY 25 Actual Units , COMMENTS ,CAT 12
42412,BLS,DS,Diagnostic Solutions,DS,Diagnostic Solutions,2111460,Lab Automation,PH211146021100,Lab Automation,PH211146031100,All Other Lab Automation Instruments,PH211146041007,Other Instr- Sale,PH211146051014,Other Instr- Sale,496020,BD Kiestra ErgonomicA Integrated R1700,496020-BD Kiestra ErgonomicA Integrated R1700,DS-496020,$12 ,4,Matched by Material ID,bactec fx machine
42487,BLS,BDB,Biosciences,BDB,Biosciences,2200700,Research Instruments,PH220070022650,FACSymphony Sorters,PH220070033300,FACSymphony S6,PH220070041055,FACSymphony S6,PH220070051200,FACSymphony S6,66293795,Sort B15R14V20YG15UV100 SE HOOD CMP TCO,66293795-Sort B15R14V20YG15UV100 SE HOOD CMP TCO,BDB-66293795,"$2,015,301 ",3,Matched by Material ID,bactec fx machine
42514,BLS,DS,Diagnostic Solutions,DS,Diagnostic Solutions,2111004,Microbiology,PH211100421500,Blood Culture,PH211100435800,BACTEC FX 40 Instr - Sale,PH211100441245,BACTECFX40 Inst Sale,PH211100451425,BACTECFX40 Inst Sale,44229609,Instrument Bactec FX40 Packaged Repaired,44229609-Instrument Bactec FX40 Packaged Repaired,DS-44229609,"$27,743 ",3,Matched by Material ID,bactec fx machine
42518,BLS,DS,Diagnostic Solutions,DS,Diagnostic Solutions,2111004,Microbiology,PH211100421500,Blood Culture,PH211100435700,BACTEC FX Instr - Plcmt,PH211100441243,BACTEC FX Inst Place,PH211100451422,BACTEC FX Inst Place Adjustment,4824825,KIT INSTALACAO BACTEC FX 40 ATIVO SP,4824825-KIT INSTALACAO BACTEC FX 40 ATIVO SP,DS-4824825,"$18,447 ",3,Classified by ML model,bactec fx machine
42520,BLS,DS,Diagnostic Solutions,DS,Diagnostic Solutions,2111004,Microbiology,PH211100421550,ID/AST,PH211100435850,Phoenix 100 Instr - Sale,PH211100441246,Phoenix 100 - Sales,PH211100451427,Phoenix 100 - Sales,448100,Phoenix Instrument,448100-Phoenix Instrument,DS-448100,"$16,924 ",3,Matched by Material ID,bactec fx machine
42522,BLS,DS,Diagnostic Solutions,DS,Diagnostic Solutions,2111004,Microbiology,PH211100421550,ID/AST,PH211100436150,Phoenix 50 Instr - Sale,PH211100441281,Phoenix 50 Sales,PH211100451506,Phoenix 50 Sales,400008831,KIT INSTALACAO BD PHOENIX M50 ATIVO SP,400008831-KIT INSTALACAO BD PHOENIX M50 ATIVO SP,DS-400008831,"$15,961 ",3,Classified by ML model,bactec fx machine
44526,BLS,DS,Diagnostic Solutions,DS,Diagnostic Solutions,2111460,Lab Automation,PH211146021100,Lab Automation,PH211146031100,All Other Lab Automation Instruments,PH211146041007,Other Instr- Sale,PH211146051014,Other Instr- Sale,446098,BD Kiestra Corner,446098-BD Kiestra Corner,DS-446098, $-   ,3,Matched by Material ID,bactec fx machine
44527,BLS,DS,Diagnostic Solutions,DS,Diagnostic Solutions,2111460,Lab Automation,PH211146021100,Lab Automation,PH211146031100,All Other Lab Automation Instruments,PH211146041007,Other Instr- Sale,PH211146051014,Other Instr- Sale,447327,InoqulA Starter kit,447327-InoqulA Starter kit,DS-447327, $-   ,3,Matched by Material ID,bactec fx machine
44544,BLS,DS,Diagnostic Solutions,DS,Diagnostic Solutions,2111004,Microbiology,PH211100421500,Blood Culture,PH211100435700,BACTEC FX Instr - Plcmt,PH211100441243,BACTEC FX Inst Place,PH211100451421,BACTEC FX Inst Place,441836,Lease Billing Bactec Fx,441836-Lease Billing Bactec Fx,DS-441836,"$132,617 ",2,Matched by Material ID,bactec fx machine
44557,BLS,DS,Diagnostic Solutions,DS,Diagnostic Solutions,2111004,Microbiology,PH211100421500,Blood Culture,PH211100435600,BACTEC FX Instr - Sale,PH211100441238,BACTEC FX Top Inst Sales,PH211100451412,BACTEC FX Top Inst Sale,4504159,AF - INSTRUMENT TOP BACTEC FX PACKAGED,4504159-AF - INSTRUMENT TOP BACTEC FX PACKAGED,DS-4504159,"$756,241 ",2,Matched by Material ID,bactec fx machine
44561,BLS,DS,Diagnostic Solutions,DS,Diagnostic Solutions,2111004,Microbiology,PH211100421500,Blood Culture,PH211100435650,BACTEC 9000 Instr - Plcmt,PH211100441242,BACTEC 9050 Inst - Place,PH211100451419,BACTEC 9050 Inst - P,4012295,BACTEC 9050 INSTR NP,4012295-BACTEC 9050 INSTR NP,DS-4012295,"$10,204 ",2,Matched by Material ID,bactec fx machine
44592,BLS,DS,Diagnostic Solutions,DS,Diagnostic Solutions,2111004,Microbiology,PH211100421500,Blood Culture,PH211100435600,BACTEC FX Instr - Sale,PH211100441238,BACTEC FX Top Inst Sales,PH211100451412,BACTEC FX Top Inst Sale,44138509,Instrument Top Bactec Fx Pkged Repaired,44138509-Instrument Top Bactec Fx Pkged Repaired,DS-44138509,"$37,575 ",2,Matched by Material ID,bactec fx machine
47371,BLS,DS,Diagnostic Solutions,DS,Diagnostic Solutions,2111460,Lab Automation,PH211146021100,Lab Automation,PH211146031100,All Other Lab Automation Instruments,PH211146041007,Other Instr- Sale,PH211146051014,Other Instr- Sale,447290,EnsurA Cabinet InoqulA,447290-EnsurA Cabinet InoqulA,DS-447290, $-   ,2,Classified by ML model,bactec fx machine
47372,BLS,DS,Diagnostic Solutions,DS,Diagnostic Solutions,2111460,Lab Automation,PH211146021100,Lab Automation,PH211146031100,All Other Lab Automation Instruments,PH211146041007,Other Instr- Sale,PH211146051014,Other Instr- Sale,496019,BD Kiestra ErgonomicA Integrated R2100,496019-BD Kiestra ErgonomicA Integrated R2100,DS-496019, $-   ,2,Matched by Material ID,bactec fx machine
47391,BLS,DS,Diagnostic Solutions,DS,Diagnostic Solutions,2111004,Microbiology,PH211100421450,TB,PH211100435350,BACTEC MGIT 320 Instr - Plcmt,PH211100441218,BACTEC MGIT 320 - Plac,PH211100451373,BACTEC MGIT320 -Plac,442398,LEASE BACTEC MGIT 320,442398-LEASE BACTEC MGIT 320,DS-442398,"$8,700 ",1,Matched by Material ID,bactec fx machine
47401,BLS,DS,Diagnostic Solutions,DS,Diagnostic Solutions,2111004,Microbiology,PH211100421500,Blood Culture,PH211100435700,BACTEC FX Instr - Plcmt,PH211100441243,BACTEC FX Inst Place,PH211100451421,BACTEC FX Inst Place,4504160,AF-INSTRUMENT BOTTOM BACTEC FX PACKAGED,4504160-AF-INSTRUMENT BOTTOM BACTEC FX PACKAGED,DS-4504160,"$672,295 ",1,Matched by Material ID,bactec fx machine
47404,BLS,DS,Diagnostic Solutions,DS,Diagnostic Solutions,2111004,Microbiology,PH211100421500,Blood Culture,PH211100435650,BACTEC 9000 Instr - Plcmt,PH211100441240,BACTEC 9240 Inst - Place,PH211100451415,BACTEC 9240 Inst - P,4013190,BACTEC 9240 INSTRUMENT,4013190-BACTEC 9240 INSTRUMENT,DS-4013190,"$151,587 ",1,Matched by Material ID,bactec fx machine
47407,BLS,DS,Diagnostic Solutions,DS,Diagnostic Solutions,2111004,Microbiology,PH211100421450,TB,PH211100435350,BACTEC MGIT 320 Instr - Plcmt,PH211100441218,BACTEC MGIT 320 - Plac,PH211100451373,BACTEC MGIT320 -Plac,4511078,INSTRUMENT BACTEC MGIT 320,4511078-INSTRUMENT BACTEC MGIT 320,DS-4511078,"$20,305 ",1,Matched by Material ID,bactec fx machine
47408,BLS,DS,Diagnostic Solutions,DS,Diagnostic Solutions,2111004,Microbiology,PH211100421550,ID/AST,PH211100436350,Phoenix 100 Instr - Plcmt,PH211100441285,Phoenix 100 Placements,PH211100451514,Phoenix 100 Placemen,4455971,PHOENIX INSTRUMENT ASSETS NP,4455971-PHOENIX INSTRUMENT ASSETS NP,DS-4455971,"$18,702 ",1,Classified by ML model,bactec fx machine
47424,BLS,DS,Diagnostic Solutions,DS,Diagnostic Solutions,2111004,Microbiology,PH211100421500,Blood Culture,PH211100435650,BACTEC 9000 Instr - Plcmt,PH211100441240,BACTEC 9240 Inst - Place,PH211100451415,BACTEC 9240 Inst - P,4013165,BACTEC 9240 INSTRUMENT,4013165-BACTEC 9240 INSTRUMENT,DS-4013165,"$4,852 ",1,Matched by Material ID,bactec fx machine
47427,BLS,DS,Diagnostic Solutions,DS,Diagnostic Solutions,2111004,Microbiology,PH211100421550,ID/AST,PH211100436400,Phoenix 50 Instr - Plcmt,PH211100441286,Phoenix 50 Placements,PH211100451516,Phoenix 50 Placements,400008830,EQUIPAMENTO BD PHOENIX M50 ATIVO SP,400008830-EQUIPAMENTO BD PHOENIX M50 ATIVO SP,DS-400008830,"$569,000 ",1,Matched by Material ID,bactec fx machine
47428,BLS,DS,Diagnostic Solutions,DS,Diagnostic Solutions,2111004,Microbiology,PH211100421500,Blood Culture,PH211100435750,BACTEC FX 40 Instr - Plcmt,PH211100441244,BACTECFX40 Inst Plmt,PH211100451423,BACTECFX40 Inst Plmt,4824475,EQUIPAMENTO BD BACTEC FX 40 ATIVO SP,4824475-EQUIPAMENTO BD BACTEC FX 40 ATIVO SP,DS-4824475,"$389,163 ",1,Matched by Material ID,bactec fx machine
47431,BLS,BDB,Biosciences,BDB,Biosciences,2200700,Research Instruments,PH220070022650,FACSymphony Sorters,PH220070033300,FACSymphony S6,PH220070041055,FACSymphony S6,PH220070051200,FACSymphony S6,662937AV,S6 SORTB15R14V20YG15UV60 SPEC HOOD,662937AV-S6 SORTB15R14V20YG15UV60 SPEC HOOD,BDB-662937AV,"$659,478 ",1,Classified by ML model,bactec fx machine
47432,BLS,BDB,Biosciences,BDB,Biosciences,2200700,Research Instruments,PH220070022650,FACSymphony Sorters,PH220070033300,FACSymphony S6,PH220070041055,FACSymphony S6,PH220070051200,FACSymphony S6,662937AD,S6 SORT B15R14V20YG15UV60 SPEC HOOD,662937AD-S6 SORT B15R14V20YG15UV60 SPEC HOOD,BDB-662937AD,"$619,668 ",1,Matched by Material ID,bactec fx machine
47433,BLS,BDB,Biosciences,BDB,Biosciences,2200700,Research Instruments,PH220070022650,FACSymphony Sorters,PH220070033300,FACSymphony S6,PH220070041055,FACSymphony S6,PH220070051200,FACSymphony S6,662937AX,S6:6L24C4B10/3R14/6V10/6UV60/4YG15/3BV36,662937AX-S6:6L24C4B10/3R14/6V10/6UV60/4YG15/3BV36,BDB-662937AX,"$590,649 ",1,Classified by ML model,bactec fx machine
47435,BLS,BDB,Biosciences,BDB,Biosciences,2200700,Research Instruments,PH220070022650,FACSymphony Sorters,PH220070033300,FACSymphony S6,PH220070041055,FACSymphony S6,PH220070051200,FACSymphony S6,662937AH,S6 SORT 6B150/3R140/8V200 SS COMP HOOD,662937AH-S6 SORT 6B150/3R140/8V200 SS COMP HOOD,BDB-662937AH,"$487,785 ",1,Classified by ML model,bactec fx machine
47439,BLS,BDB,Biosciences,BDB,Biosciences,2200700,Research Instruments,PH220070022650,FACSymphony Sorters,PH220070033300,FACSymphony S6,PH220070041055,FACSymphony S6,PH220070051200,FACSymphony S6,66293751,S6 Sort 2B103R147V104YG105UV-XT60 SS SO,66293751-S6 Sort 2B103R147V104YG105UV-XT60 SS SO,BDB-66293751,"$458,648 ",1,Classified by ML model,bactec fx machine
47443,BLS,BDB,Biosciences,BDB,Biosciences,2200700,Research Instruments,PH220070022650,FACSymphony Sorters,PH220070033300,FACSymphony S6,PH220070041055,FACSymphony S6,PH220070051200,FACSymphony S6,662937AZ,S6SORT6B200/3R140/1IR100/6V100CPUTCOMON,662937AZ-S6SORT6B200/3R140/1IR100/6V100CPUTCOMON,BDB-662937AZ,"$410,000 ",1,Classified by ML model,bactec fx machine
47487,BLS,DS,Diagnostic Solutions,DS,Diagnostic Solutions,2111460,Lab Automation,PH211146021100,Lab Automation,PH211146031150,TLA Instr - Sale,PH211146041014,TLA Instrument - Sale,PH211146051026,TLA Instrument - Sale,447900,ProceedA TLA 4,447900-ProceedA TLA 4,DS-447900,"$201,811 ",1,Matched by Material ID,bactec fx machine
47489,BLS,DS,Diagnostic Solutions,DS,Diagnostic Solutions,2111460,Lab Automation,PH211146021100,Lab Automation,PH211146031100,All Other Lab Automation Instruments,PH211146041007,Other Instr- Sale,PH211146051014,Other Instr- Sale,447213,Instrument BD Kiestra InoqulA TLA,447213-Instrument BD Kiestra InoqulA TLA,DS-447213,"$188,183 ",1,Matched by Material ID,bactec fx machine
47501,BLS,DS,Diagnostic Solutions,DS,Diagnostic Solutions,2111460,Lab Automation,PH211146021100,Lab Automation,PH211146031100,All Other Lab Automation Instruments,PH211146041007,Other Instr- Sale,PH211146051014,Other Instr- Sale,447212,TLA BarcodA TLA,447212-TLA BarcodA TLA,DS-447212,"$142,789 ",1,Matched by Material ID,bactec fx machine
47502,BLS,DS,Diagnostic Solutions,DS,Diagnostic Solutions,2111460,Lab Automation,PH211146021100,Lab Automation,PH211146031100,All Other Lab Automation Instruments,PH211146041007,Other Instr- Sale,PH211146051014,Other Instr- Sale,447208,TLA SorterA 18-3,447208-TLA SorterA 18-3,DS-447208,"$141,025 ",1,Matched by Material ID,bactec fx machine
47537,BLS,DS,Diagnostic Solutions,DS,Diagnostic Solutions,2111004,Microbiology,PH211100421450,TB,PH211100434950,BACTEC MGIT 960 Instr - Sale,PH211100441197,BACTEC MGIT 960 -Sales,PH211100451340,BACTEC MGIT 960 -Sal,44587001,BACTEC MGIT 960 INSTRUMENT 01,44587001-BACTEC MGIT 960 INSTRUMENT 01,DS-44587001,"$35,893 ",1,Matched by Material ID,bactec fx machine
47572,BLS,DS,Diagnostic Solutions,DS,Diagnostic Solutions,2111460,Lab Automation,PH211146021100,Lab Automation,PH211146031100,All Other Lab Automation Instruments,PH211146041007,Other Instr- Sale,PH211146051014,Other Instr- Sale,447300,TLA ErgonomicA 2000 Left Medium,447300-TLA ErgonomicA 2000 Left Medium,DS-447300,"$11,798 ",1,Matched by Material ID,bactec fx machine
47595,BLS,DS,Diagnostic Solutions,DS,Diagnostic Solutions,2111460,Lab Automation,PH211146021100,Lab Automation,PH211146031100,All Other Lab Automation Instruments,PH211146041007,Other Instr- Sale,PH211146051014,Other Instr- Sale,252983,Kiestra Compressor for 50hz,252983-Kiestra Compressor for 50hz,DS-252983,"$6,655 ",1,Classified by ML model,bactec fx machine
47618,BLS,DS,Diagnostic Solutions,DS,Diagnostic Solutions,2111004,Microbiology,PH211100421500,Blood Culture,PH211100435700,BACTEC FX Instr - Plcmt,PH211100441243,BACTEC FX Inst Place,PH211100451421,BACTEC FX Inst Place,4507866,BD BACTEC FX Used sales (Fixed Asset),4507866-BD BACTEC FX Used sales (Fixed Asset),DS-4507866,"$3,554 ",1,Classified by ML model,bactec fx machine
47654,BLS,DS,Diagnostic Solutions,DS,Diagnostic Solutions,2111460,Lab Automation,PH211146021100,Lab Automation,PH211146031100,All Other Lab Automation Instruments,PH211146041007,Other Instr- Sale,PH211146051014,Other Instr- Sale,447292,EnsurA TLA,447292-EnsurA TLA,DS-447292,"$2,192 ",1,Matched by Material ID,bactec fx machine
47672,BLS,DS,Diagnostic Solutions,DS,Diagnostic Solutions,2111460,Lab Automation,PH211146021100,Lab Automation,PH211146031100,All Other Lab Automation Instruments,PH211146041007,Other Instr- Sale,PH211146051014,Other Instr- Sale,447291,EnsurA WCA,447291-EnsurA WCA,DS-447291,"$1,894 ",1,Matched by Material ID,bactec fx machine
47678,BLS,DS,Diagnostic Solutions,DS,Diagnostic Solutions,2111460,Lab Automation,PH211146021100,Lab Automation,PH211146031100,All Other Lab Automation Instruments,PH211146041007,Other Instr- Sale,PH211146051014,Other Instr- Sale,446942,BD Kiestra Main base light,446942-BD Kiestra Main base light,DS-446942,"$1,743 ",1,Matched by Material ID,bactec fx machine
47692,BLS,DS,Diagnostic Solutions,DS,Diagnostic Solutions,2111460,Lab Automation,PH211146021100,Lab Automation,PH211146031100,All Other Lab Automation Instruments,PH211146041007,Other Instr- Sale,PH211146051014,Other Instr- Sale,252982,Kiestra AIR COMPRESSOR TANK,252982-Kiestra AIR COMPRESSOR TANK,DS-252982,"$1,331 ",1,Classified by ML model,bactec fx machine
47705,BLS,DS,Diagnostic Solutions,DS,Diagnostic Solutions,2111460,Lab Automation,PH211146021100,Lab Automation,PH211146031100,All Other Lab Automation Instruments,PH211146041007,Other Instr- Sale,PH211146051014,Other Instr- Sale,250063,READING WORKSTATION,250063-READING WORKSTATION,DS-250063,"$1,079 ",1,Classified by ML model,bactec fx machine
47730,BLS,DS,Diagnostic Solutions,DS,Diagnostic Solutions,2111460,Lab Automation,PH211146021100,Lab Automation,PH211146031100,All Other Lab Automation Instruments,PH211146041007,Other Instr- Sale,PH211146051014,Other Instr- Sale,252430,TRNSFORMER AK6K KIESTRA,252430-TRNSFORMER AK6K KIESTRA,DS-252430,$883 ,1,Classified by ML model,bactec fx machine
47827,BLS,DS,Diagnostic Solutions,DS,Diagnostic Solutions,2111460,Lab Automation,PH211146021100,Lab Automation,PH211146031100,All Other Lab Automation Instruments,PH211146041007,Other Instr- Sale,PH211146051014,Other Instr- Sale,250065,KIESTRA LABEL PRINTER,250065-KIESTRA LABEL PRINTER,DS-250065,$602 ,1,Classified by ML model,bactec fx machine
47943,BLS,DS,Diagnostic Solutions,DS,Diagnostic Solutions,2111460,Lab Automation,PH211146021100,Lab Automation,PH211146031100,All Other Lab Automation Instruments,PH211146041007,Other Instr- Sale,PH211146051014,Other Instr- Sale,447214,InoqulA Slide Prep Module,447214-InoqulA Slide Prep Module,DS-447214,$555 ,1,Matched by Material ID,bactec fx machine
48660,BLS,DS,Diagnostic Solutions,DS,Diagnostic Solutions,2111460,Lab Automation,PH211146021100,Lab Automation,PH211146031100,All Other Lab Automation Instruments,PH211146041007,Other Instr- Sale,PH211146051014,Other Instr- Sale,250064,DISPLAY FOR READING WORKSTATION,250064-DISPLAY FOR READING WORKSTATION,DS-250064,$406 ,1,Classified by ML model,bactec fx machine
50167,BLS,DS,Diagnostic Solutions,DS,Diagnostic Solutions,2111460,Lab Automation,PH211146021100,Lab Automation,PH211146031100,All Other Lab Automation Instruments,PH211146041007,Other Instr- Sale,PH211146051014,Other Instr- Sale,447328,Starter Kit TLA TLA with RCs,447328-Starter Kit TLA TLA with RCs,DS-447328,$282 ,1,Matched by Material ID,bactec fx machine
51060,BLS,DS,Diagnostic Solutions,DS,Diagnostic Solutions,2111460,Lab Automation,PH211146021100,Lab Automation,PH211146031100,All Other Lab Automation Instruments,PH211146041007,Other Instr- Sale,PH211146051014,Other Instr- Sale,250066,2D BARCODE SCANNER,250066-2D BARCODE SCANNER,DS-250066,$170 ,1,Classified by ML model,bactec fx machine
51837,BLS,DS,Diagnostic Solutions,DS,Diagnostic Solutions,2111460,Lab Automation,PH211146021100,Lab Automation,PH211146031100,All Other Lab Automation Instruments,PH211146041007,Other Instr- Sale,PH211146051014,Other Instr- Sale,446006,MAIN CABINET FAN FILTER,446006-MAIN CABINET FAN FILTER,DS-446006,$33 ,1,Classified by ML model,bactec fx machine
52796,BLS,DS,Diagnostic Solutions,DS,Diagnostic Solutions,2111004,Microbiology,PH211100421500,Blood Culture,PH211100435400,BACTEC 9000 Instr - Sale,PH211100441220,BACTEC 9120 Inst - Sales,PH211100451377,BACTEC 9120 Inst - S,445570,Bactec 9120 Blood Culture System,445570-Bactec 9120 Blood Culture System,DS-445570, $-   ,1,Matched by Material ID,bactec fx machine
52803,BLS,DS,Diagnostic Solutions,DS,Diagnostic Solutions,2111004,Microbiology,PH211100421550,ID/AST,PH211100435900,BioTyper Instr - Sale,PH211100441247,BioTyper Sales,PH211100451429,LT MALDI-TOF Sales,8605200,MALDI Biotyper smart System,8605200-MALDI Biotyper smart System,DS-8605200, $-   ,1,Classified by ML model,bactec fx machine
52814,BLS,DS,Diagnostic Solutions,DS,Diagnostic Solutions,2111460,Lab Automation,PH211146021100,Lab Automation,PH211146031100,All Other Lab Automation Instruments,PH211146041007,Other Instr- Sale,PH211146051014,Other Instr- Sale,446111,ZEBRA PRINTER,446111-ZEBRA PRINTER,DS-446111, $-   ,1,Classified by ML model,bactec fx machine
52818,BLS,DS,Diagnostic Solutions,DS,Diagnostic Solutions,2111460,Lab Automation,PH211146021100,Lab Automation,PH211146031100,All Other Lab Automation Instruments,PH211146041007,Other Instr- Sale,PH211146051014,Other Instr- Sale,496017,BD Kiestra ErgonomicA Integrated L2100,496017-BD Kiestra ErgonomicA Integrated L2100,DS-496017, $-   ,1,Matched by Material ID,bactec fx machine
52819,BLS,DS,Diagnostic Solutions,DS,Diagnostic Solutions,2111460,Lab Automation,PH211146021100,Lab Automation,PH211146031100,All Other Lab Automation Instruments,PH211146041007,Other Instr- Sale,PH211146051014,Other Instr- Sale,KIESTRA-NUC-ZTJ,NUC11,KIESTRA-NUC-ZTJ-NUC11,DS-KIESTRA-NUC-ZTJ, $-   ,1,Matched by Material ID,bactec fx machine
52820,BLS,DS,Diagnostic Solutions,DS,Diagnostic Solutions,2111460,Lab Automation,PH211146021100,Lab Automation,PH211146031550,WCA Instr - Plcmt,PH211146041025,WCA Instrument- Plcmt,PH211146051049,WCA Instrument- Plcmt,285033,Lab Automation Instr WCA Placement,285033-Lab Automation Instr WCA Placement,DS-285033, $-   ,1,Matched by Material ID,bactec fx machine
52871,BLS,DS,Diagnostic Solutions,DS,Diagnostic Solutions,2111460,Lab Automation,PH211146021100,Lab Automation,PH211146031100,All Other Lab Automation Instruments,PH211146041007,Other Instr- Sale,PH211146051014,Other Instr- Sale,446032,ReadA standalone install kit,446032-ReadA standalone install kit,DS-446032,"($14,643)",1,Matched by Material ID,bactec fx machine
52906,BLS,DS,Diagnostic Solutions,DS,Diagnostic Solutions,2111004,Microbiology,PH211100421450,TB,PH211100435200,BACTEC MGIT 960 Instr - Plcmt,PH211100441215,BACTEC MGIT 960 -Place,PH211100451368,BACTEC MGIT 960 -Pla,400033192,BACTEC MGIT 960 INSTRUMENT,400033192-BACTEC MGIT 960 INSTRUMENT,DS-400033192,"$93,955 ",0,Matched by Material ID,bactec fx machine
52924,BLS,DS,Diagnostic Solutions,DS,Diagnostic Solutions,2111004,Microbiology,PH211100421500,Blood Culture,PH211100435700,BACTEC FX Instr - Plcmt,PH211100441243,BACTEC FX Inst Place,PH211100451421,BACTEC FX Inst Place,441628,LEASE INSTRUMENT BOTTOM BACTEC FX PKG,441628-LEASE INSTRUMENT BOTTOM BACTEC FX PKG,DS-441628,"$3,820,711 ", -   ,Matched by Material ID,bactec fx machine
52944,BLS,BDB,Biosciences,BDB,Biosciences,2200700,Research Instruments,PH220070022650,FACSymphony Sorters,PH220070033300,FACSymphony S6,PH220070041055,FACSymphony S6,PH220070051200,FACSymphony S6,662937AK,S6 SORT B15R14V20YG15UV60 SPEC TCO,662937AK-S6 SORT B15R14V20YG15UV60 SPEC TCO,BDB-662937AK,"$803,104 ", -   ,Classified by ML model,bactec fx machine
52958,BLS,DS,Diagnostic Solutions,DS,Diagnostic Solutions,2111460,Lab Automation,PH211146021100,Lab Automation,PH211146031150,TLA Instr - Sale,PH211146041014,TLA Instrument - Sale,PH211146051026,TLA Instrument - Sale,*TMT-TLA-IN,TMT-TLA Instrument,*TMT-TLA-IN-TMT-TLA Instrument,DS-*TMT-TLA-IN,"$475,969 ", -   ,Matched by Material ID,bactec fx machine
52962,BLS,DS,Diagnostic Solutions,DS,Diagnostic Solutions,2111460,Lab Automation,PH211146021100,Lab Automation,PH211146031450,WCA Instr - Sale,PH211146041023,WCA Instrument- Sale,PH211146051045,WCA Instrument- Sale,*WCA-INSTR,WCA Instrument,*WCA-INSTR-WCA Instrument,DS-*WCA-INSTR,"$418,412 ", -   ,Matched by Material ID,bactec fx machine
52971,BLS,DS,Diagnostic Solutions,DS,Diagnostic Solutions,2111460,Lab Automation,PH211146021100,Lab Automation,PH211146031150,TLA Instr - Sale,PH211146041014,TLA Instrument - Sale,PH211146051026,TLA Instrument - Sale,*TLA-INSTR,TLA instrument,*TLA-INSTR-TLA instrument,DS-*TLA-INSTR,"$348,023 ", -   ,Matched by Material ID,bactec fx machine
53023,BLS,DS,Diagnostic Solutions,DS,Diagnostic Solutions,2111004,Microbiology,PH211100421500,Blood Culture,PH211100435600,BACTEC FX Instr - Sale,PH211100441238,BACTEC FX Top Inst Sales,PH211100451412,BACTEC FX Top Inst Sale,441700,Bactec Fx Buyout,441700-Bactec Fx Buyout,DS-441700,"$150,111 ", -   ,Matched by Material ID,bactec fx machine
53037,BLS,DS,Diagnostic Solutions,DS,Diagnostic Solutions,2111004,Microbiology,PH211100421550,ID/AST,PH211100435850,Phoenix 100 Instr - Sale,PH211100441246,Phoenix 100 - Sales,PH211100451427,Phoenix 100 - Sales,441375,Phoenix Instrument Buyout,441375-Phoenix Instrument Buyout,DS-441375,"$126,165 ", -   ,Classified by ML model,bactec fx machine
53080,BLS,DS,Diagnostic Solutions,DS,Diagnostic Solutions,2111004,Microbiology,PH211100421550,ID/AST,PH211100436350,Phoenix 100 Instr - Plcmt,PH211100441285,Phoenix 100 Placements,PH211100451514,Phoenix 100 Placemen,252090,BD Phoenix 100 Lease,252090-BD Phoenix 100 Lease,DS-252090,"$86,368 ", -   ,Matched by Material ID,bactec fx machine
53108,BLS,BDB,Biosciences,BDB,Biosciences,2200700,Research Instruments,PH220070022650,FACSymphony Sorters,PH220070033300,FACSymphony S6,PH220070041055,FACSymphony S6,PH220070051200,FACSymphony S6,66293710,S6 Sort 5B203R108V205YG107UV60 Ext Opt,66293710-S6 Sort 5B203R108V205YG107UV60 Ext Opt,BDB-66293710,"$61,273 ", -   ,Classified by ML model,bactec fx machine
53124,BLS,DS,Diagnostic Solutions,DS,Diagnostic Solutions,2111004,Microbiology,PH211100421450,TB,PH211100434950,BACTEC MGIT 960 Instr - Sale,PH211100441197,BACTEC MGIT 960 -Sales,PH211100451340,BACTEC MGIT 960 -Sal,441433,Buyout Mgit 960,441433-Buyout Mgit 960,DS-441433,"$50,000 ", -   ,Matched by Material ID,bactec fx machine
53178,BLS,DS,Diagnostic Solutions,DS,Diagnostic Solutions,2111460,Lab Automation,PH211146021100,Lab Automation,PH211146031150,TLA Instr - Sale,PH211146041014,TLA Instrument - Sale,PH211146051028,TLA Instr - Sale Adjustment,PL_555_210,Lab Automation Instruments Adjustment,PL_555_210-Lab Automation Instruments Adjustment,DS-PL_555_210,"$31,037 ", -   ,Classified by ML model,bactec fx machine
53188,BLS,DS,Diagnostic Solutions,DS,Diagnostic Solutions,2111460,Lab Automation,PH211146021100,Lab Automation,PH211146031150,TLA Instr - Sale,PH211146041014,TLA Instrument - Sale,PH211146051026,TLA Instrument - Sale,447901,ProceedA TLA 8,447901-ProceedA TLA 8,DS-447901,"$30,013 ", -   ,Matched by Material ID,bactec fx machine
53206,BLS,DS,Diagnostic Solutions,DS,Diagnostic Solutions,2111460,Lab Automation,PH211146021100,Lab Automation,PH211146031450,WCA Instr - Sale,PH211146041023,WCA Instrument- Sale,PH211146051045,WCA Instrument- Sale,443344,WCA Instrument System,443344-WCA Instrument System,DS-443344,"$24,799 ", -   ,Matched by Material ID,bactec fx machine
53256,BLS,DS,Diagnostic Solutions,DS,Diagnostic Solutions,2111460,Lab Automation,PH211146021100,Lab Automation,PH211146031100,All Other Lab Automation Instruments,PH211146041007,Other Instr- Sale,PH211146051014,Other Instr- Sale,*LA-MISC,Lab Automation Miscellaneous,*LA-MISC-Lab Automation Miscellaneous,DS-*LA-MISC,"$16,152 ", -   ,Classified by ML model,bactec fx machine
